review,review_date,review_star
the product is nice!!! delivery was also quick and very well packaged ,01 Nov 2023,5.0
it's nice i like it,20 Mar 2024,4.0
Best Quality,19 Mar 2024,5.0
Bears 16inch lenovo legion easily. Stable and good quality.,07 Dec 2023,5.0
Thikai xa,15 Mar 2024,4.0
"Works great and is sturdy.

#review_wrapup",31 Dec 2023,4.0
Legs are wobbly but does the job. Nicely packaged. Rubber feet provides nice grip on table so it's not slippery. Overall Nice product.,12 Nov 2021,4.0
This is an excellent product. Built material aluminum vayera ekdam daro xa. Mero 16 inch ko laptop mazale support garyo without any problem. Very much recommend at this price. Plus carrying case is a nice touch.,30 May 2022,5.0
I had requested to either refund or replace the product but haven’t heard from your store yet.. it has been over two weeks now !! You have canceled my fund request and have not responded to my messages. ,11 Aug 2022,5.0
"Great product for the price range. Sturdy and has a good grip. I use it with an external keyboard and mouse, and this stand works well for it.",06 Jan 2023,5.0
"Got the product delivered, the next day. 
The material looks good, can also be used for heavy gaming laptops. 
While other things look good, the hinges are kinda loose, not a perfect fit, which reduces the overall usage experience... thus only 3 stars...
if you are using an external keyboard for typing the stand seems to be good enough... which I am doing",20 Feb 2022,3.0
"Great product, sturdy and firm. Gets the job done, when at the steepest angle. Make sure to keep the legs flat on the surface to reduce/eliminate wobbling. I recommend using external mouse & keyboard when using a lepton with this. Lastly, done good words for the vendor who tried to give me personalised customer service. Thanks a lot! ",09 Aug 2021,5.0
Not worth the price. It has strength to support the laptop but it is not suitable for laptops larger than 15.6 inch because it is too narrow. Also one of the bars don't align properly in the holes :/ Absolutely not worth RS 1000. It would be a great product it if was around 300 rupees.,26 Jan 2022,3.0
"Doesn't wobble, sturdy and genuine product. One of the legs wobble a bit, but hasn't cause any problem yet. Maybe the problem was caused on the time of delivery.",08 Oct 2021,4.0
"Took expensive to the same product compared to other store herein daraz. 
Product Quality is good. Ordered twice from here and twice from the other seller. ",27 Jul 2022,5.0
I ordered it after reading a lot of positive reviews on Daraz (which is rare). I wasn't disappointed. compact yet sturdy laptop stand.,22 Feb 2022,5.0
kasam ma achammai  parey.yetiko price ma  yesto  ramro  product first time  pako  mailye.aru  store ma  outof stock xaw tai pani  price ekdam  high xaw but  yo price ma  delivery charge garera pani  sasto  ma  yesto  ramro iam speachless first when i  open it.mataw normal hola vanera sochyeko  thiye but amazing yar beyond the expectation  from daraz for the  first time.,06 Mar 2023,5.0
j hos product thick mero chai paisa usul vayo. socheko bhanda product size chai sano lagyo. aru thick chha. neck problem vairathyo laptop chalayera now neck problem thorai vaye ni relief hune jasto lagyo,19 Nov 2021,4.0
Its good and sturdy....except one leg is a bit loose than the other. Doesn't seem like a problem though,11 Oct 2022,5.0
"Bought it about 2 weeks ago and have been using it for a while. While most of the reviews here found it good, I didn't. For me, the product felt not well-engineered. The axes of the hinges are not sturdy and the handles kept slipping from their holes whenever I had to do micro-adjustments to the laptop. Don't get me wrong -- the stand handles any weight of the laptop because it's made from metal and can give the keyboard a much needed slope to make it easy to write. But the lack of sturdyness of the stand and the small width of the stand make typing hard because the laptop felt wobbly. If you are going to attach an external keyboard, then this product might be a good buy as you won't be touching a laptop. But, if you are going to be typing on the laptop then you are going to not like it.

PS: My laptop is a 15.6 inch laptop and I bought this laptop mainly so that the keyboard will feel inclined and the sharp edges of the laptop wont hurt my hand.",29 Nov 2021,1.0
This laptop stand is not very practical. It's not very sturdy and it's not very adjustable. I tried using it for my laptop and it just didn't work well. I ended up just using a stack of books instead.,20 Sep 2022,1.0
"holder, euta ko grip alik loose thiyo compared to the other.. anyway i dont think it will be a problem will using but organise garda chai thorai🤏",06 Feb 2023,4.0
"Highly recommended. It helps to keep your laptop cool. Received the product exactly how it is shown. Very sturdy, I don't fear my laptop falling off.

External keyboard & mouse would be suitable if you get this stand.

Worth your money 👍",17 Nov 2021,5.0
"I’m glad I came on this website, and not just because the product I wanted was less expensive here than it was elsewhere. From the moment of order through delivery, the service was excellent, and the communication was courteous and professional.",02 Dec 2021,1.0
"I guess you get what you paid for. The product is okay and it is holding my 16inch macbook properly.
One of the stand is very lose, so it's a bit hard to setup because of it. I don't think it'll give any issues if I don't move it too much, but will have to wait to find that out.",15 Nov 2022,4.0
Surprisingly heavier that expected but the locks are quite sturdy so till now no issue. The aluminium alloy is heavier that other laptop stand i have used.,25 Oct 2021,5.0
"Gets the job done!

It isn't real aluminium by any chance, feels more like a plastic with aluminium looking coat.
But hey I am not an industrial scientist.

Doesn't feel durable if thrown around but supports my 13"" MacBook pro.
It is slightly wobbly at times and even when fully expanded horizontally it's only 5"" long which feels a little short for my 13"" mac.
Wouldn't recommend for bigger or sturdier laptops.

What can I say, there's room for improvement in the product. The idea is great. The implementation is subpar.
I had higher expectations with the product so keep yours low.

The rubber grips are fairly good though!",29 Jan 2022,3.0
"good product but right side leg is bit uneven and doesn't snugly fit inside the notched groove(pwal). it tends to wobble, but with the load of laptop, the wobbling issue is eliminated.",30 Jan 2023,5.0
It's worth the price. If you are looking for some simple stand nothing fancy then I highly recommend you to buy this. ,15 Dec 2021,5.0
Its worth it and very useful to elevate the laptop for good airflow and posture adjustment and fits my 17 inch laptop perfectly,13 Dec 2021,5.0
"Working great, I use it for 17"" heavy laptop. I use separate wireless mouse and keyboard. Been using it for more than a week now. I don't take out the laptop much, if you do then will take a bit of time to adjust it.",30 Jan 2022,5.0
Product धेरै ramro chha ।sochejasto deliver vayo। fully satisfied about this product । Thank you daraz ,08 Mar 2023,5.0
"The product a little flimsy but it worked really well with my computer. I recommend it. 
I wouldn't normally mention this on the review but the seller was kind enough to call me to see if I liked the product. Five stars.",13 Sep 2021,5.0
"Product is decent and it does the job right. The cover cloth I received with this was absolutely trash through.

Recommended.",15 Jun 2022,4.0
The product is really good. One thing that I would expect it is to have a lock when expanded. But that is not much of a problem.,21 Oct 2022,5.0
"Great service. I had ordered the product on Friday 8th oct 2021 and goods got delivered today 10 oct 2021. 
100% Satisfied with product.",10 Oct 2021,5.0
It's a great product. Does what it is supposed to do and it's sturdy and holds my 15-inch laptop perfectly fine.  ,10 Oct 2021,5.0
"Defective product, Laptop doesn't sit on rubber pad instead of on bolts so it's not stable to use when on the stand.",03 Feb 2022,1.0
"It's good. It fits my 15-inch laptop just fine. It gets a little wobbly sometimes, but other than that, it's good.",30 Nov 2021,5.0
Does the job. But not worth the price. The 600-800rs plastic ones with even fan inbuilt are far better and stable than this product.,24 Dec 2021,3.0
nice and sturdy build,13 Oct 2023,5.0
"it's better than expected
",13 Oct 2023,5.0
Last ko duita adkaune dulo ma Ali unstable hunxa So 3 star but considering the price .. Go For it ,05 May 2022,4.0
The package was well packed & this is an item which you think you might not need but you do 🤣🤣. ,30 Oct 2021,5.0
Nice quality sturdy design .Love it,29 Aug 2023,5.0
"Nice Product. 
Worth Buying. ",08 Aug 2023,5.0
It's good and working fine for me,25 Jul 2023,4.0
was worth the money too good...,23 Jul 2023,5.0
works as promised. size mileko chha,31 Jul 2023,5.0
good quality nice material to👍,24 Aug 2023,5.0
a very good product. easy and portable,30 Jun 2023,5.0
I am totally satisfied with this  product. The built quality is excellent for this price range ,18 Jan 2022,5.0
It's good one. Seems durable ,27 Sep 2023,5.0
ramro cha tara Ali kati imbalance vayeko feel vayo with out laptop.but with laptop it's good,03 Aug 2021,5.0
"Thikai xa kinda hunxa
",18 Sep 2023,3.0
"Nice, 
light and effective 
perfect 
comes with pouch 

ordered one more again 

thanks ",12 Sep 2022,5.0
Best one,09 Oct 2023,5.0
Good quality product.,22 Aug 2023,4.0
"Don't get confused about its durability and built quality, absolutely solid and heavy. ",14 Aug 2022,4.0
Built quality is excellent 👍,06 Sep 2023,4.0
"seems flimsy after some use
",01 Aug 2023,4.0
"Very useful, a good product",02 Jul 2023,5.0
nice and handy,06 Oct 2023,5.0
एकदमै राम्रो quality ko xa,26 Jul 2023,5.0
ramro xa product 10/10,10 Jul 2023,5.0
More on the cheaper side might get some scratches on my laptop due to lack of Coushins.,13 Nov 2022,5.0
Best for any laptops. ,01 Aug 2023,5.0
loved it ,05 Oct 2023,5.0
Smaller than it looks on picture. A little flimsy as well but for the price it's fine.,29 Nov 2021,3.0
"it's in good quality but it's small for my laptop 
it is perfect for mid size laptops ",08 Mar 2023,4.0
Quit useful product. Quality looks good so far. But I got one of stand slight loose.,19 Dec 2022,4.0
Not a proper fit for my laptop(lenovo legion 5). But product is good. looks premium.,28 Oct 2022,3.0
Material used ra build quality dubai ramro cha. Won't hurt buying it. Worth it cha.,21 Aug 2022,4.0
it's good but not stable.,30 May 2024,3.0
Nice Genuine Product. It's made up aluminum and received the stand bag as well. ,22 Dec 2021,5.0
"As expected, original product. Recommended, Thank you for the delivery on time.",16 Jan 2023,5.0
sturdy and nice. ,21 Jul 2023,5.0
,,
,,
,,
,,
,,
,,
,,
,,
,,
excellent  item useful help ful. i recommend you all to buy in this price. ,22 Jun 2022,5.0
price anusar ramro cha. Worth it. I would definitely recommend to buy it😊,05 Feb 2023,5.0
Excellent build quality. Very strong and quite sleek and compact design.,23 Aug 2022,5.0
Reviewed already. Quality is good. expensive comparative to other store.,26 Jul 2022,5.0
" stand works well for macbook 13 inch , well built and supports weight.",14 Nov 2022,5.0
fastest delivery - got it the next day i ordered. the stand is sturdy.,29 Mar 2023,5.0
Wow so strong and supop laptop stang.fully satisfied.Thank you daraz.,03 Nov 2021,5.0
"The stand is strong and capable of holding any laptop.
Nice products",23 Mar 2023,5.0
well just got the product and its missing a grip and its too Shakey ,10 Jul 2022,3.0
"It's good but one pin type of thing is loose
But overall its good ",25 Nov 2022,4.0
Very good quality and works perfectly even for 15 inches laptop. ,13 Sep 2022,5.0
This is a very good quality one! i'm loving it. Just go for it❤️,16 Mar 2022,5.0
"Later found the same product in less price , but product is good",06 Jan 2022,4.0
euta thau ma nut loose cha idk if its gonna cause problem later ,13 Oct 2022,4.0
Aalik alignment na mileko raixa… but price anusar kai saman xa ,12 Jun 2022,4.0
The product quality is good and perfect for my 17 inch laptop. ,03 Mar 2023,5.0
This is definitely a good thing to buy and the quality is good.,29 May 2022,5.0
The product is great and provides you with a professional feel.,04 Jul 2022,5.0
amazing product. worth the money. good material and quality. ,02 Dec 2021,5.0
"Impressive!
tara ali ali hallido raixa, built nai testo ho ki",10 Nov 2021,4.0
Preety good ig,08 May 2024,3.0
"Sturdy built quality, and definitely aluminum as described.",30 Jul 2021,5.0
"Perfect for my legion 5 
this can hold heavy laptops easily",17 Apr 2022,5.0
thikai xa darai xa.. kaam chalxa... yo price ma thikai xa..,14 Nov 2022,4.0
Like i expected it to be. Good product. I would recommend.,15 Sep 2021,4.0
Low quality product. Dui tin choti use garda nai bigriyo. ,04 Jul 2022,1.0
"best stand for laptop for that price , durable and strong ",10 May 2022,5.0
full satisfied with product quality and reasonable price ,01 Feb 2022,5.0
The frame seems to be sturdy and holding 16 in computer.,23 Feb 2022,5.0
Stand is okay. But the pins are not secured well enough,24 May 2022,4.0
amazing product. it is just as it should be.😇😇😇😇,29 Jan 2022,5.0
Delivered in good condition. Product is also good.,21 Aug 2022,5.0
The product is nice as expected and looks durable.,24 Mar 2022,4.0
It fits perfectly for the 14inch laptop. Thankyou,16 Mar 2023,3.0
couldn't be more satisfied . such a nice product ,04 Sep 2022,5.0
Minimalist and perfect. Does its job perfectly.,30 Dec 2021,5.0
"strong enough with Al material but adjust very loosely, So, can't place laptop anywhere.",19 Jun 2023,3.0
tetti strong ra stable ta hoina but still worksalik sasto wala liye ni hune raixa,16 Jul 2023,3.0
"Had a bit of scratches but hardly noticeable
",20 Oct 2021,5.0
"wasn't provided with the pouch as advertised
",31 Oct 2021,2.0
"Noice product, good build quality loving it ",08 Feb 2022,5.0
Very good product. Everyone should use this.,30 May 2022,5.0
Better Quality then expected for the price.,19 Nov 2021,5.0
I think this is beatar for regular usear 🤩,12 Jan 2023,5.0
Very good product. Better than i expected.,23 Jan 2023,5.0
One of the stands broke after 3 weeks of light usage :( ,27 Sep 2025,2.0
Its just as advertised and happy with it.,29 Jun 2022,5.0
"good one, but must check before delivery.",28 Mar 2022,5.0
Just as shown in the pics.. It's alright.,26 Oct 2021,5.0
Good product. Nice build quality as well,23 Nov 2021,5.0
Nice product .. pulley could have better,18 Sep 2022,4.0
"Good quality..
Got 6 level only though..",01 Sep 2021,5.0
Everything is good. Received next day. ,06 Dec 2021,5.0
Good for price. Does the job perfectly ,01 Sep 2022,5.0
sturdy and easy to set up. Good product,15 May 2022,5.0
"I think it's good  product, thank you.",06 Mar 2023,5.0
"Good enough, not well balanced though.",04 May 2022,4.0
size is smaller than shown in picture,18 Apr 2022,5.0
Awesome product for the price range.,13 Nov 2022,5.0
Strong and stiff...good laptop stand,11 Jul 2022,5.0
"Babaal ramro xa yr.. 
strong 💪💪💪",13 Feb 2022,5.0
Good and sturdy product! Recommend,04 Apr 2022,5.0
it's ok but not met my exception ,12 Nov 2021,3.0
Quality not good. Not satisfied ,10 Apr 2022,1.0
bought it for legion 5. it fits.,15 Sep 2022,5.0
The product was good and sturdy.,06 May 2022,5.0
As advertised. Well good seller,16 Oct 2021,5.0
very great product!! loved it ,22 Apr 2022,5.0
good product ...should buy it,15 Dec 2022,5.0
it's good and quite strong. ,12 Nov 2021,5.0
Satisfied with the product. ,24 Aug 2021,5.0
Feels cheaper and not tight ,03 Mar 2023,3.0
"It's just exactly as shown.
",20 Apr 2022,5.0
it was as expected. no sacm,19 Nov 2022,4.0
"built quality is fair 
",09 Jan 2024,3.0
not so sturdy as expected,16 Feb 2022,3.0
Good Quality and Strong. ,08 Feb 2022,5.0
Stable and good product ,20 Oct 2021,5.0
good quality. satisfied.,15 Sep 2021,4.0
Great to use in office ,22 Nov 2021,5.0
Satisfied with product ,06 Dec 2021,5.0
Happy with the product.,31 Dec 2021,5.0
not bad ,05 Feb 2024,3.0
Perfect. Minimalist.,27 Dec 2021,5.0
It is very useful ..,13 Feb 2023,5.0
very nice product 😊,16 Mar 2022,4.0
price wise amazing. ,21 Mar 2022,4.0
The product is good.,17 Dec 2021,5.0
"not very good
#review_wrapup",21 Dec 2023,3.0
Not the best quality,08 May 2023,3.0
It’s okey ,29 Sep 2023,3.0
got damanged piece,28 Jun 2023,3.0
actually this is for office use ... you Ghar ma use garxau vana .. halka xuina betiika Tala ko stand naii yesta uta hunx .. laptop ladxa 😞 ....(the hole Stand don't working Nicely... laptop is not stable on it ... ) ,12 Jun 2023,1.0
the screw thing just popped off in like a week . Tried to fixing it but didn't work. ,11 Nov 2023,1.0
"Very poor quality, the bolt fell off the moment i opened the package.",21 Jul 2023,1.0
overpriced,21 Nov 2021,3.0
works well,30 Oct 2021,5.0
Yeti paisa MA sabai ramro cha. Price anusar justify garcha only issue is motorola could bring higher storage varient by adding price. 64 gb is very very less,19 May 2025,5.0
first time i purchased smartphone through daraz. initially i was suspicious about the product after seeing reviews. but i got a nice one. thank you moto.,13 Nov 2025,5.0
Nice and genuine product service provided by Daraz and CG   group This is very good phone under 13k no phone can beat this profermence highly recommend to all,22 Jul 2025,5.0
के मोबाईल पठाएको? चलाएको ३-४ दिनमा स्क्रिन आफै झ्याप हुन्छ । कलर interface आफै खुल्छ अरु केहि खोल्न पर्यो भने हम्मे पर्छ । मान्छे ठग्ने?,29 Aug 2025,5.0
Great according to price. Low storage is bit issue otherwise no lag or no pixelation.,19 May 2025,5.0
Yeti paisa MA sabai ramro cha. Price anusar justify garcha only issue is motorola could bring higher storage varient by adding price. 64 gb is very very less,19 May 2025,5.0
first time i purchased smartphone through daraz. initially i was suspicious about the product after seeing reviews. but i got a nice one. thank you moto.,13 Nov 2025,5.0
Nice and genuine product service provided by Daraz and CG   group This is very good phone under 13k no phone can beat this profermence highly recommend to all,22 Jul 2025,5.0
के मोबाईल पठाएको? चलाएको ३-४ दिनमा स्क्रिन आफै झ्याप हुन्छ । कलर interface आफै खुल्छ अरु केहि खोल्न पर्यो भने हम्मे पर्छ । मान्छे ठग्ने?,29 Aug 2025,5.0
Great according to price. Low storage is bit issue otherwise no lag or no pixelation.,19 May 2025,5.0
के मोबाईल पठाएको? चलाएको ३-४ दिनमा स्क्रिन आफै झ्याप हुन्छ । कलर interface आफै खुल्छ अरु केहि खोल्न पर्यो भने हम्मे पर्छ । मान्छे ठग्ने? ,29 Aug 2025,5.0
Great according to price. Low storage is bit issue otherwise no lag or no pixelation.  ,19 May 2025,5.0
A little lag but. But very Good for price. Auto brightness is a little bit hassle. ,19 Oct 2025,5.0
all good but vibration on back side gives  a little bit unpleasant experience ,17 Jun 2025,5.0
yekdam ramro lagyo maile 2 pic li sake.... ,13 Aug 2025,5.0
very nice product in affordable price ,13 Aug 2025,5.0
Best product i think Rs.12000 range  ,26 Jul 2025,5.0
Very nice phone .. I loved it ,16 Aug 2025,5.0
Best Phone In Price Range ❤️ ,10 Jun 2025,5.0
good phone for the price 😃 ,18 Oct 2025,5.0
thank you daraz  ,09 Jun 2025,5.0
Best phone ,29 May 2025,5.0
Nice ,14 May 2025,5.0
"I have not used the phone myself but I brought it for my family, they told me over and over that the phone is awesome. Thank you for the service, the delivery was more than expected. ❤️ ",17 May 2025,5.0
thik chha color blue magako kaka ko man pareko color aayana re risaunu vo malai ma khusi chhaina color bata  ,08 Aug 2025,5.0
राम्रो छ जे होस पैसा अनुसारको सेप्टी ग्लास पनि हाल्दिनु पर्ने हो त्यसको कमि रैछ ,02 Aug 2025,5.0
I found problem in display during switching on ,23 Jul 2025,2.0
Received a bit late but works fine ,27 Jun 2025,4.0
Best phone under 13000 ,21 Aug 2025,5.0
Good for the price ,20 Nov 2025,5.0
एकदम राम्रो फोन छ  ,28 Jul 2025,5.0
"While the hardware and design are impressive, the phone struggles with lag even during everyday tasks. This raises concerns about how its performance will hold up over time. ",07 Dec 2025,3.0
Not good phone. Feeling regret.  ,06 Jul 2025,1.0
So disappointed please don’t scam to people. Totally different from your profile picture,4 weeks ago,3.0
clearly brown written in your product and i received black.do u think its joke when u sell online.if you dont know english ask someone who knows to deal with,20 Nov 2025,5.0
I ordered brown but delivered black and it's not same quality shoes what I saw in picture,09 Dec 2025,5.0
good,1 week ago,5.0
"very bad quality zip is broken
 ",02 Dec 2025,1.0
good ,1 week ago,5.0
I ordered brown and they deliver me black with very bad quality  ,21 Dec 2025,1.0
eauta dekhayara arko saman pathaune ,02 Jan 2026,1.0
eauta vanera arko saman pathaune ,02 Jan 2026,1.0
"very bad quality zip is broken
 ",02 Dec 2025,1.0
good ,1 week ago,5.0
I ordered brown and they deliver me black with very bad quality  ,21 Dec 2025,1.0
eauta dekhayara arko saman pathaune ,02 Jan 2026,1.0
eauta vanera arko saman pathaune ,02 Jan 2026,1.0
ekdam ramro xa tide plus ho to white plus vanejastai xa,12 Mar 2025,5.0
i always use tide surf.. i got in good condition,20 Nov 2025,5.0
good but no discount in any occasion,21 Dec 2025,5.0
received in the best condition.,19 Apr 2025,5.0
Satisfied. Received well,15 Nov 2025,5.0
ekdam ramro xa tide plus ho to white plus vanejastai xa,12 Mar 2025,5.0
i always use tide surf.. i got in good condition,20 Nov 2025,5.0
good but no discount in any occasion,21 Dec 2025,5.0
received in the best condition.,19 Apr 2025,5.0
Satisfied. Received well,15 Nov 2025,5.0
received well.  ,31 Mar 2025,5.0
"Got it without any damage, it's really good and smells amazing ",22 Mar 2024,5.0
Shipping services ra seller service is 100% perfect but product ko quality chai after use review dinchhu ,05 Feb 2025,5.0
surf ramro lagyo.... 1st time magayera use gardai xu... mahango brand lai beat gardo raixa.. ,31 Dec 2025,5.0
I love this product and have been using it for many years on my machine.  works well ,19 Nov 2025,4.0
राम्रो छ। यतिको दाम मा 8केजी  ,15 Nov 2025,4.0
good product 👌 👍 👏  ,05 Jan 2026,5.0
Very good product  ,13 Dec 2025,5.0
I like gud surf ,01 Apr 2025,5.0
wow great deal ,03 Dec 2025,5.0
nice product. ,2 weeks ago,5.0
Dammi ,13 Nov 2025,5.0
ramro xa ,17 May 2025,5.0
"Nice
 ",22 Nov 2025,5.0
cloth is ok but without stitches 🤔🤔🤔quality is ok but without stitches according to price clothe is good lahanga choli dupata but i am disappointed only received clothes u have to stitched your self,22 Mar 2024,4.0
Such A beautiful lehnga attach with dupata😊😊😊😊,10 Mar 2024,5.0
मैले मेरो बुढीको लागि महँगाको थिएँ एकदम राम्रो छ। तर फिटिङ चाहिँ गर्नुपर्छ।,18 Aug 2024,5.0
"my sister likes this dress so much 
helpful seller 
thank you",17 Oct 2023,5.0
dherai Ramro xa Saman ❤️good product,28 Sep 2023,5.0
cloth is ok but without stitches 🤔🤔🤔quality is ok but without stitches according to price clothe is good lahanga choli dupata but i am disappointed only received clothes u have to stitched your self,22 Mar 2024,4.0
Such A beautiful lehnga attach with dupata😊😊😊😊,10 Mar 2024,5.0
मैले मेरो बुढीको लागि महँगाको थिएँ एकदम राम्रो छ। तर फिटिङ चाहिँ गर्नुपर्छ।,18 Aug 2024,5.0
"my sister likes this dress so much 
helpful seller 
thank you",17 Oct 2023,5.0
dherai Ramro xa Saman ❤️good product,28 Sep 2023,5.0
Overall good in comparison to the price but the stitching cost is more than the price of this product!,10 Oct 2023,4.0
Product is good my wife is so happy..,30 Aug 2023,5.0
beautiful as picture ,20 Dec 2024,5.0
Saiz vayena sir ,15 Aug 2025,5.0
jasto socheko thiya testai paya dharai khushi di moh ta 😊✌️ price anusar dharai ramro xa ❣️😘 ,25 Aug 2024,5.0
not really  like the picture  but  ok,29 Dec 2023,1.0
It's very genuine . My wife is very happy after seeing this product .,01 Apr 2024,5.0
nice ramro lagyo dherai ramro xa bajet anusarko kapada ,15 Nov 2025,5.0
"good communication ,good manner 


",07 Mar 2024,5.0
awesome ,22 Mar 2024,5.0
I am very satisfied  ,24 Sep 2024,5.0
very nice products  ,12 Dec 2025,5.0
so beautiful 😍😍  ,19 Dec 2025,5.0
nice ,27 Dec 2024,5.0
nice 👍 ,28 Nov 2024,5.0
best product ever,17 Jan 2024,5.0
"product is good
",05 Oct 2023,5.0
"akdam bakbash xa
matra kapda aako xa silako xaina ",28 Sep 2025,1.0
,29 Apr 2025,3.0
for full sleeve there is not enough.... ,24 Nov 2024,2.0
value for money 💰 good 💯😊😊😊😊,29 Dec 2025,5.0
this product is tooo good .,07 Dec 2025,4.0
राम्रो छैन। पानी चुहिएको छ,01 Jan 2026,5.0
Good 👍,31 Dec 2025,4.0
address inside not giv,12 Dec 2025,5.0
value for money 💰 good 💯😊😊😊😊,29 Dec 2025,5.0
this product is tooo good .,07 Dec 2025,4.0
राम्रो छैन। पानी चुहिएको छ,01 Jan 2026,5.0
Good 👍,31 Dec 2025,4.0
address inside not giv,12 Dec 2025,5.0
Worth the price :) ,22 Dec 2025,4.0
products is nice ,12 Dec 2025,5.0
nice product. ,2 days ago,5.0
Very good  ,29 Dec 2025,5.0
damaged ,2 weeks ago,5.0
Ramro xa ,09 Dec 2025,4.0
I get it already thank you  ,06 Jan 2026,3.0
1 hapta nahudae bigryo😖 ,3 weeks ago,3.0
light wait for this jug ,05 Dec 2025,3.0
low quality product don't buy this product  ,03 Jan 2026,1.0
after 2 use it wont work  ,2 weeks ago,2.0
